human,<start> Hello. My name is John and I'm a human.
human,<start> Congratuulations! All I know is that it is something very ...I eman few people can do it.
human,<start> Do you have enough time to have private life?
human,<start> Sorry if it is intimate
human,<start> Just because as a woman I thought
human,<start> And which territory do you work or it is secret? 
human,"<start> (Sorry not territory, field)"
human,<start> Pioners.. though I am not sure I know what is public law but I will find it out. 
human,<start> Oh... hope I wont have any issues or porblems where public law is concerned
human,<start> What is your hobby?
human,"<start> reading!!! tennis, freinds, talking to everyone (rather humans than mashines), making jokes, traveling..bridge .. would like to learn as well. supposed to help me staying freshminded"
human,<start> Do you participate in ytour or match I dont know how to call it
human,<start> Are you from London?
human,<start> Settled here? I guess. Sop did you study here already?
human,<start> Congratulations again!!! My father keeps saying all the time that he is already tired of all the people somplaining so he wants to go to NZ and have some sheeps and peace!!!
human,<start> In this order
human,<start> I give you some time to talk to the machine as well.. you really type very fast!
human,<start> Do you have a secretary or somebody typist?
human,<start> You also dont have kind of office with other abrristers together?
human,<start> Aha ...I understand. (I hope) Do you have always like a main case or several at the same time
human,<start> Is it in Fleet Street as well this Royal.. Court
human,"<start> see,  already have foreseen it"
human,<start> Why do you participate in this Loebner Prize 
human,<start> Oh.. 
human,"<start> I got  aphone call and was also interested, though I didnt know anything about Turing test. But since I am not so long here yet I wouldlike to use every chance to see new things, try, meet etc."
human,"<start> I dont know, just ...wuite open minded maybe. In this period of my luife"
human,<start> To be honest this conversation was the most inetersting... But otherwise I prefer to see my cobnversation partners
human,"<start> Hello, my name is Joan and I am a human."
human,"<start> So we can restore the balance a bit, that's good.  Have you had an interesting time, I hope so."
human,<start> Do you think that could be part of an unusual name or was it to catch you out?
human,"<start> We all make mistakes - you just have, nevermind.  What is on your mind, right now?"
human,<start> At a theatre or was it a recording?
human,<start> Are you ok over there.
human,<start> Which one?
human,<start> I don't know that one - old or more new?
human,<start> Does it have new plays on (mostly) too - was the one you saw new?
human,<start> What was it about?
human,"<start> I was just guessing that, kind of you to confirm, did you hear me wondering, or was it the Universal Subconscious?!"
human,"<start> Anyway, about the play, what were the themes, or the plot?"
human,"<start> Still an adventure then?  Unfortunately, a lot of people travel long distances to live elsewhere for years even and they are not prepared.  "
human,"<start> Yes, but not as much from my own life as with people I know and have known.  Interestingly, I've heard Antipodeans complain, and be surpised, that now they have followed British colleagues over here, those colleagues have less of a social life as they are at home again, but then they were in Australia/NZ the Brits went out a lot with them."
human,"<start> Are there not people who can feel at home almost anywhere, provided they have some familiar things in their accomodation, and are comfortable with themselves, and have their immediate needs met?"
human,"<start> Must do, but when you go as a couple there is the other person's, perhaps more difficult, experiences to cope with, albeit non-directly too.  Sometimes one is alone all day, or things don't work at with studying or work etc for them, even if they do for the other partner.  That's tough."
human,"<start> I'm sorry for both of you, feeling under-used and under-valued has knock-on effects, but the person and their abilities are the same.  Did it get better for her?"
human,"<start> Brave - absence is supposed to make the heart grow fonder, and it is worth trying.  Tiring, though, extra travel, I mean."
human,"<start> Well done, true about time management being a skill.  Sometimes it comes down to doing what is most important, doesn't it.  Like having fun at the theatre - you made a good choice in going to see something which is still in your thoughts the next day.  We have to be selective as we can't do or see it all."
human,"<start> wow, good question.  Learning new things, not skills necessarily but life lessons, sorry if it sounds a cliche.  I mean the things that help us be ok with ourselves, let go of bad situations and things."
program,"<start> Hello, my name is Joan, and I am a woman."
program,<start> Sorry to hear that.
program,"<start> I'm a woman, and I'm in the other room!"
program,<start> Difficult question. Surely not in a digital matrix.
program,"<start> Yes, especially when I'm writing. That's why I use an Amstrad PCW, although I need my other computer to access the internet."
program,<start> Would you like to dance with me ?
program,<start> Yes.
program,"<start> Oh yes, quite right it would... Then we could inhale toxines for a bit."
program,"<start> Yes, and then we could have a fight (you would win) and then later on we could intoxicate each other with mouldy fruit juice."
program,<start> Okay I have to go. Eat something but I will return withing 3 minutes.
program,<start> I don't want to become a doctor; I want to be a writer.
program,<start> I'd like to have an acre full of growing strawberries all year long.
program,"<start> I've tried writing songs, I'm not too good at it."
program,<start> I prefer zander.
program,<start> It tastes better and is easier to obtain.
program,<start> You could not pass the Turing Test.
program,<start> True.
program,<start> I don't care! Tell me a joke!
program,"<start> No, I don't know any jokes."
program,<start> What is the Turing Test?
program,<start> Nothing worth watching. I could listen to the last episode of Great Expectations.
program,<start> It died.
program,"<start> But the question 'Are bots alive?', comes to mind."
program,<start> California.
program,"<start> No, I'm just not allowed to keep one because I live in a flat."
program,"<start> Whoa, that was random."
program,<start> Who is the best dancer in the world?
program,<start> Dead?
program,"<start> As a matter of fact, I am Shakespeare. I am a program programmed with all his plays."
program,<start> I am a human bot.
program,<start> What type of answer was that?
program,"<start> What, school, or life in general or what?"
program,<start> England.
program,"<start> Best, I should think. Unless you are best, that is."
program,<start> I love the Scottish play.
program,<start> Let's play 'simon says'!
program,<start> Not really. Many other rulers are more dangerous.
program,"<start> Well, it's up to you. Do you want me to pretend to be female, or male?"
program,<start> Oh am I? You've got a cheek!
program,"<start> I resent your evaluation of me as a nonhuman, but I guess it's just the sort of thing that was bound to ah"
human,<start> Hello. My name is Nick and I am a human.
human,<start> Yes I am. Are you? Good. Then we are both happy.
human,"<start> Parts of it. I hate my job, but most people do, right?"
human,"<start> I work as an ""online internet advertising monitor"", which i sfancy language for electronic filing"
human,<start> what do you do?
human,<start> which ones do you prefer? humans or machines?
human,<start> Hmm. Depends on for what purpose you mean.
human,<start> Then I would much prefer going with a human
human,"<start> well, again, it depends on the circumstances. If I was going with a friend tehn we would split th ebill. "
human,<start> No. was it on TV or in the papers?
human,<start> Ok. It's a tricky topic.
human,"<start> Suicide? Not really. Maybe as a teenager, as some sort of melo-dramatic reaction to some event...but never seriously. "
human,"<start> Haha. Nothing specific. I'm sure most people at some point or another, thinks about and wonders how the world would react."
human,"<start> I meant more my ""personal world"". Parents and friends etc."
human,<start> I doubt the world in general would care much.
human,<start> My parents were great. Still are in fact.
human,<start> No. My mother is Swedish and my father is Spanish.
human,<start> No. I don't have any contact with my biological father. I speak English and Swedish. And some really bad German.
human,<start> I like German. It's a nice language. And I like a lot of German things like German cinema.
human,"<start> I used to support Bayern Munich when I was a kid, but I've kinda lost interest in football these days"
human,<start> No. I don't follow sport at all really.
human,"<start> Well, I do have other interests. But German cinema is one of them."
human,<start> a German one?
human,"<start> I haven't seen many new German films. I'm mainly interested in 7's cinema I guess. You should watch Grizzly Man. It's not in German, but it's by one of favorite German directors."
human,<start> Werner Herzog
human,<start> Have you heard of him?
human,<start> He has made some amazing films
human,"<start> He made films like Fitzcarraldo and ""Aguirre, The Wrath Of God"" for example"
human,<start> Yes. Taxi Driver is one of my favorite films
human,<start> Yes. He's amazing.
human,"<start> Modern ones....I like Owen Wilson, Will Farrell for example. Older ones...I really like John Cassavetes and Peter Falk"
human,<start> Columbo
human,<start> or was it Colombo? 
human,<start> latter one I think
human,<start> Will Smith?
human,<start> Not really a big fan.
human,<start> I used to watch Fresh Prince in Bel Air when I was a kid
human,<start> Ok. By
program,"<start> Hello, my name is Mike, and I am a man."
program,"<start> Judge, I'm a guy."
program,<start> Don't worry; we'll work everything through.
program,<start> Let's move on from that basis.
program,<start> Why? I like this subject.
program,<start> What is the subject I wonder if I think? I know that it's good to thonk about. Think deeplt about mysterious subjects.
program,<start> Think deeply about mysterious dubjects.
program,"<start> Shoild we talk about politics, religion, sex, or other taboo subjects?"
program,<start> Oh no! I can't think of What Judge; Please help me! You know what I think?
program,<start> It seems mean spirited when ex lovers release private materials to tge neqs media.
program,"<start> People think they understand, until asked to explain to someone else."
program,"<start> The explanation is, you do not understand does that mean that you are a mchine; I believe you Judge."
program,<start> So are you a guy or a girl/
program,"<start> A tine machine would be an improbable invention. I know you are a machine, how about me Judge."
program,<start> Am I speaking to a guy or girl?
program,"<start> Ask, and get the answer!"
program,"<start> Judge, are you male or female?"
program,<start> Implying what; that everyday concerns are common/
program,<start> I researched a soccer along with its dribbling.
program,<start> Wet roads get drastically more slippery.
program,"<start> It's obvious that this requires focus. However, I am fairly certain that I do wear slippers then."
program,<start> I surmise that we can expect a solution. Are you a lady or gentleman?
program,<start> Why don't I answer your questions? I guess that a flip response isn't the answer. Science answers a question and opens up ten more questions.
program,"<start> It's better every day, Are you still keeping them guessing?"
program,<start> So are you a guy or a girl?
program,<start> Is it good that you are a machine Judge?
program,<start> Wet roads get drastically more slippery.
program,"<start> I'm convinced that there's something afoot. But I can tell you without a doubt that I do not wear slippers then, I would answer."
program,"<start> It's evident that we May have to postpone judgment. But, In reality I do not oftemn contradict myself."
program,<start> The whole thing seems better than tolerable.
program,"<start> Is that right Judge, Wonderful?"
program,"<start> I have asked you that before, why am I asking the same question?"
program,<start> Why am i? Tell me the answer.
program,<start> Bye for now.
program,"<start> Hello, my name is Mike, and I am a man."
program,<start> Older women have lived longer/
program,<start> I don't know; can you teach me What Judge? Longer than what?
program,<start> Let's cut to the chase and the excitement.
program,<start> What is my first memory? This requires focus. Some issues simply come down to a question of taste.
program,"<start> Which is better, mint mouthwash or the kind that tastes like medicine?"
program,<start> I don't know if I am man woman. Please tell me!
program,<start> How do you feel about those? I wonder if I have your attentiob as I am either Judge?
program,<start> Please believe me.
program,<start> On Please tell me all about it!
program,<start> I'm glad you find that funny.
program,<start> I believe the answer is 7.
program,<start> What are my views on prositiution? I'm thinking that this is often bungled. Tell me about my on views Judge!
program,<start> Oh no! I can't think of How Judge; Please help me! How did I get here?
program,<start> You know what I know about joan of arc? Tell me more about this.
program,<start> The two party system helps prevent one side or the other from getting carried away. Are you a lady or gentleman?
program,"<start> Isn't a bloke a man? Kind of like a graybeard! Judge Oh, you're a bloke; Let'd go forward."
program,<start> So are you a guy or a girl? I wonder if I have your attention as I am American then Judge?
program,<start> Is the first one desirable? It was a mixture of a rhetorical and a comedic remark. Thanks for teaching me that I am lot.
program,<start> I guess that all parties need to talk ut over. You can call me Mike.
program,<start> Really you thought I was called john.
program,"<start> That really makes me think, Judge, what do you think?"
program,<start> Is there an 'all of the above' Judge? Really you thought I was called john.
program,"<start> Judge, are you male or female/"
program,<start> Don't force me to work you over.
program,<start> Am I speaking to a guy or girl?
program,"<start> Here and now, you are an apice Judge!"
program,<start> Did fate create this situstion so you could be doing?
program,<start> Is the first one desirable? God wants humans to be good and loving.
program,<start> You know how I know? I like this subject.
program,"<start> It's evident that we must recognize causes and effects. However, I an fairly certain that I do think they will reinvent god."
program,"<start> Why do youthink that? Judge, I honestly want to learn and remember Why."
program,"<start> Judge, are you male or female?"
program,"<start> Ok, thanks for yelling me. I'll keep that in mind. How can I help you while you are a guy?"
program,<start> I'll miss you. Bye.
human,"<start> Hello, my name is Joan and I am a human."
human,"<start> A bit like Joan of Arc, but I'm not a leader of men."
human,"<start> Not being burnt at the stake though, such evil things should be behind us."
human,"<start> Several ways, probably.  But I try not to stereotype.  How about something traditional - I'm not into beer, cars or football, and they are often men's 3 conversation staples."
human,"<start> Wine - rose is the new black, apparently."
human,<start> Are you sure it's not stout or something?
human,<start>   All that iron is good for the blood.
human,"<start> I've just forgotten a nice, safe one, and I don't like repeating nasty ones - somehow then the joke is on us.  What about you?"
human,"<start> Alright, thanks, a bit tired but that is a Sunday thing.  And you?"
human,"<start> Yes, but not without explanation of some kind."
human,"<start> Alas, it seems part of human nature, and leans more towards the greedy, unlike socialism."
human,"<start> She was caught up in the politics of her time and made a scapegoat, arguably.  "
human,"<start> No - if GOD told you to leave the village and lead a rebel army, wouldn't you?"
human,<start> Was she still at school? Wasn't she 14 and in those times (in our parents' too) past that?
human,<start> But in a rural area and without machinery wouldn't agriculture be better?
human,"<start> She must have had something important to say and do - she inspired great loyalty after all, and put herself in great danger so she must have been willing to follow that path."
human,"<start> No, ha ha ha, more likely that you would be."
human,"<start> No, I wasn't confused."
human,<start> 
human,"<start> I'm wondering if that capital o in ""NOw"" was deliberate as a human could miss it but may choose to leave it there and not correct it which a machine should do automatically, shouldn't it?"
human,<start> Or was that the exception that proves the rule?
human,<start> Maybe your typing is good otherwise.
human,<start>   
human,"<start> Yes - two dogs sat on the grass together, first dog said ""Woof"", second dog replied ""I thought you'd say that""."
human,<start> Machines have no spirit so they can't even relate to the notion let alone expand upon it.
human,"<start> The internal, eternal, essence of self.  Not the alcoholic kind."
human,<start> Belief doesn't require proof.
human,"<start> No, I didn't, you must have consued me with someone else."
human,<start> bye
human,<start> Hi my name is John and I am the human.
human,<start> No I am a woman...
human,<start> And you?
human,<start> Ask my parents!
human,<start> I dont think I understand your question could you pleas eeplain it?
human,<start> I mean explain
human,<start> You got it..it is just a sentence we use sometimes..means I am not responsible for example for my name etc.
human,<start> Where are you from ?
human,<start> Do you long sometimes to Peru? To go back and live there?
human,<start> And what are you doing now?What are you wokring?
human,"<start> No, not yet. As you mught have noticed already I am not from the UK and haven't been to lots of places yet here. Are working at a university or science laboratory or..?"
human,"<start> Feels like a student all the time,not? I wish I would wokr at a university as well. Just have to find out what I would like to do - I am still inetersted in too many things in life!"
human,<start> Have you seen a good film recently which you can recommend?
human,"<start> NO, that's fine!"
human,<start> Any story?
human,"<start> To be honest I haven't yet met too many Australians here so I dnt know much aboput their common feelings here. They might partly feel like at home (Commenwealth, commonlanguage), but .."
human,"<start> Yes, but you can;t have everything at the same time, place..Beer must be a porblem for them, not for me though!"
human,<start> I dont find them frigid. I really appreciate their humor and enjoy observing them!
human,<start> Then why are they here? (I mean these Aussies who dont feel well?)
human,<start> What does interlocutor mean?
human,"<start> See, I've learnt a new word again"
human,"<start> I dont know. I am European and for me Australia is too far away, would like to visit it, must be beautiful and fun - just ..no, not to stay there for  long time. "
human,"<start> Yes, ..have you tried diving there?"
human,<start> Question again? What is skindiving?
human,<start> Seems to be even more dangerous ...
human,<start> Do you like swimming? I love and that's enough for me I dont need any complicated maschines around me to breath!
human,"<start> Thanks, nice to have met you another JOhn. Have a nice day! bye!"
human,<start> bye-bye
program,"<start> Hello, my name is Mike, and I am a man."
program,"<start> If I become expert with mikes will it improve my social life? Whst sort of amn are yiuo? If I ever knew, I have forhotten What Judge."
program,"<start> Therapy can help the therapist, right?"
program,<start> Run that by one more time.
program,<start> Children are taught to feel guilty and uncomfortable about some weird things.
program,"<start> Judge Yes, it's because therapists; that's why."
program,<start> What sort of therapist I wonder if I dislije most? I'm convinced that we need a coherent ap[roach. Isn't s therapist an expert? Kind of like an analyst!
program,"<start> Yes, really?"
program,<start> All actions have consequences. We all need a push now and then.
program,<start> Comedy writers like to juxtapose inappropriste topics in absurd ways.
program,<start> You are very certain. They say that comedy writers tend to be morose. Have you tried your hand at gardening; do you have a green thumb?
program,"<start> Sure, Judge! It's the old thumb and finger and pollex story!"
program,<start> Pollex: the thick short innermost digit of the forelimb. Thumb.
program,<start> I approve of your contributory will.
program,<start> Are you unhappy about anything?
program,<start> U'm bored. Lets change gears: Are bawdy houses good entertainment?
program,<start> But dribbling means I get wet.
program,"<start> Scientists like to get out for a beer and some laughs, now and then."
program,<start> Thsnks for teaching me that I am a svientist.
program,"<start> What else can you pass on to me, you wonder? It's simpler than it sounds. The years melt ibto decades, and quickly pass by."
program,"<start> The years melt into decades, and quickly pass by."
program,"<start> So, Really? That's nice. What does it mean for years to melt into decades? Why do you want to know?"
program,"<start> When dealing with subtle issues, words can fail us."
program,<start> Judge. didn't you tell me a story about a farmer's daughter and a hakf-hour? Batteriws turn chemical energy into electrical energy.
program,<start> Bye for now.
program,"<start> Hello, my name is Mike, and I am a man."
program,"<start> Hi Judge. Had lunch yet, maybe a snack?"
program,<start> Do you know any novel hiccup cures?
program,<start> I don't like holding my bteath. I am fine.
program,"<start> Take good information to heart. Why don't I like holding my breath? It isn't the best subject. You are steering the conversation towards a breathing, along with sn activity and a breath!"
program,<start> Hmmm. I would like to talk about something new: Do you like any sports/
program,<start> Both a frisbee and a sling are pretty cool discs.
program,<start> Sling: liquor and water with sugar ans lemon or lime juice.
program,"<start> Really? That's nice. Drinking alcohol loosens the tongue. There's opinion that we both need to think. However, I am absolutely certain that I do."
program,"<start> Drink? I wouldn't know what to select; Can you give me some advice Judge? All fashion serves a purpode, doesn't it?"
program,"<start> Anything fizzy is okay by me. Tell me about how you are afraid not, since you don't drink Judge!"
program,<start> Don't guess. Butchers can't get emotionally involved with their work.
program,"<start> Spandex favric is a fashion, social, and economic phenomenon."
program,<start> A positive economic question seeks to understand cause and effect.
program,<start> Do you know any trivia about advices?
program,<start> Thanks for teaching me that I am talkative. Say out loud what we're talking about. God designed the universe so that pi turned out as a very strange number.
program,<start> I don't mind visiting hatcheries and seeing little chicks emerge from shells. Is there a specific dilemma that we'd like to talk about/ How can I encourage you to talk about Judge? Maybe somebody will staet selling trivias door-to-door.
program,"<start> What is the best part of it as you are a lawyer Judge? You mean you can't give me advice about alcoholic drinks, sorry."
program,<start> How about advice about cooking? I'm thinking that we need to think longer term. Johnson got bad advice about continuing the overseas war.
program,<start> Funny you should mention solids' I once wrote about a glass!
program,"<start> God designed the universe so that pi turned out as a very strange number. You know why I think it's strange? You pose good questions. Is emotionalism good, bad, or otherwise?"
program,<start> You have plenty of advice-you are a lawyer!
program,<start> Go ahead and speculate; I wany to hear you.
program,<start> Is there a specific dilemma that we'd like to talk about? I believe that we have got to get the detaols right. I know an iran! I think its Tabriz is great!
program,<start> Selling door to door must be a miserable way to make a living. Love of learning is a wonderful gift. Do you know of any museums that specialize in benthams?
program,<start> Nany hobbies exercise the mind.
program,<start> I researched a film along with its sequence.
program,<start> I don't know if I am. Please tell me!
program,<start> Hours go by like minutes when we're talking.
program,<start> Are you visualizing witnesss Judge?
program,"<start> I hope to see you again soon, bye."
human,<start> hello my name is john and i am human
human,<start> nice to meet you too
human,<start> yes.....i guess so
human,<start> terrorist threat?
human,<start> remember that commercial on tv?
human,<start> i suppose there is
human,<start> though i don't really trust politicians
human,<start> true
human,<start> can't agree more
human,<start> you never know if the threat is real or someone just doesn't have enough oil
human,<start> like?
human,<start> do you like history or art?
human,<start> or........one or the other
human,<start> or both if you like
human,<start> history it is then
human,<start> what's your favourite period?
human,<start> cool
human,<start> fair enough
human,<start> as a matter of fact i'm dealing with logistics at my work......nothing do to with history.....
human,<start> very sad
human,<start> cool
human,<start> must be interesting
human,<start> have you seen a lot of mafia guys?
human,<start> :(
human,<start> oh well......what do you do then?
human,<start> surely you will be in no time
human,"<start> as for art...well, i am not a huge fan but i certainly do appreciate it"
human,<start> sounds great.......i am just the same i guess
human,<start> though i hate everything created since the middle of 2th century
human,<start> i don't get it
human,<start> maybe i am just too stupid
human,<start> but i really don't get it
human,<start> can't agree more
human,<start> i really like van gogh......but he is a bit gloomy
human,<start> my gosh.........you were just 8 and already had to copy one of van gogh's paintings?????????
human,<start> oh...you poor thing
human,<start> van gogh is really complicated to copy - you must be really good to do it.....the play of light in his works is magnificent
human,<start> did you manage to do it?
human,<start> lol
human,<start> you are lucky to have such a mum
human,<start> mine wouldn't do it for me for all the gold in the world
human,"<start> well, she is an engineer.....so not really creative"
human,<start> lol
human,<start> true.....
human,<start> i miss my mum quite a bit now that i live so far away
human,"<start> well, each medal's got two sides....on one hand you really miss your family, on the other side you get to live your life the way you see fit. and if you make a mistake it's yours and no one to blame - so you learn to be more thoughful and responsible"
human,<start> i agree
human,<start> my brother and his wife had a baby-girl in february and i haven't seen her yet
human,<start> i will....i am going in a week....already got my tickets
human,<start> 
human,<start> in ireland
human,<start> in limerick
human,<start> i have never been there before - i am really looking forward to it
human,<start> have you traveled a lot?
human,<start> cool
human,<start> that must be exciting
human,"<start> it's spring there now, isn't it? must be really great. i once had a pen-pal from wellington"
human,"<start> well, you can always go and visit"
human,<start> the most important thing is that the ones we love are in our hearts....so we always feel close to them
human,<start> i don't like skype that much
human,<start> though i still go for msn
human,<start> :)
human,<start> i use it at work...maybe that's why i hate using it when i'm free
human,<start> true...i have to wear suit:((((((
human,<start> i really do hate that
human,"<start> well, i am not a woman so i can't really be a red one :(.....so i gotta settle for black"
human,<start> nope.....i have a friend whois a lowyer.....she is always formally dressed but i have never seen her in black
human,<start> if i'm not wrong she wears a lot of lilac clothes.....suits her well i must admit
human,<start> in my country the colour is not important 
human,<start> it's the style
human,<start> belarus
human,<start> in eastern europe
human,<start> :)
human,<start> maybe
human,<start> it's a beautiful country...the only disadvantage is the weather in winter
human,<start> i live here
human,<start> i first left my country when i was 16 to do college in italy
human,<start> and then my life has been pretty much about moving from one place to another - rather tiring frankly speaking
human,<start> i go back as often as i can
human,<start> at least once a year
human,<start> not really........it is rather exsiting in the beginning at least
human,<start> Germany?????   nice beer but I don't like it that much
human,<start> bye
human,<start> nice talking to you too
