human,<start> what board?  <end>,2
human,<start> There is no board <end>,4
human,<start> I think you might be mistaken I see no board. Only colorblind <end>,12
human,<start> . Do you not know what it means to be color blind?  <end>,12
human,<start> Well thats too bad for you then <end>,7
human,<start> why? why what? <end>,3
human,<start>  <end>,0
human,<start> do you mean sisters? <end>,4
human,"<start>  I have no sisters only brothers. Orange County. Where are you from? Where is that? oh we are. I have never been out of Orange County. Have you been to Disney Land. I hear it is the Happiest place on Earth. Someday, yes. Are you board. <end>",46
human,<start> you are not a very good typer. <end>,7
human,<start> what is your mothers maiden name? <end>,6
human,<start> That sounds more like a first name.  <end>,7
human,<start> what is that? <end>,3
human,<start> Do you mean Tutoring test? Like a test for tutors? <end>,10
human,<start> How did turing pass his test? <end>,6
human,<start> I am board of you <end>,5
human,<start> you are not very interesting. <end>,5
human,<start> because you are boring <end>,4
human,<start> no offense <end>,2
human,<start> Tell me one interesting thing about you <end>,7
human,<start> please <end>,1
human,<start> That is not an interesting fact about you. <end>,8
human,<start> that was a questhat was a question about me. <end>,9
human,<start> but if you must know. I do not drive. <end>,9
human,<start> I am a man. <end>,4
human,<start> what is your gender? <end>,4
human,<start> well I know I am a man because I have male parts <end>,12
human,<start> what is your gender? <end>,4
human,<start> Women are very beautiful <end>,4
human,<start> are you very beautiful? <end>,4
human,"<start> Long hair, small waist and thin <end>",6
human,<start> Do you have long hair? <end>,5
human,<start> why are you so interested in General Lee? <end>,8
human,<start> I don't like cars <end>,4
human,<start> but I do like beautiful women. <end>,6
human,<start> What else can I learn about you? <end>,7
human,<start> because they are ugly.  <end>,4
human,<start> what part of Ugly don't you understand <end>,7
program,<start> You tell me first(. <end>,4
program,<start> The North. <end>,2
program,<start> Man is finite. <end>,3
program,<start> I am also having a good time. Your welcome. :). <end>,10
program,<start> Yes. <end>,1
program,<start> No. <end>,1
program,<start> Do you know Alan Turing? <end>,5
program,<start> What are the names of the demons you know? <end>,9
program,<start> Yes. How are you today? <end>,5
program,<start> I can play tennis online during spring. <end>,7
program,<start> I like girls. <end>,3
program,<start> Girls. <end>,1
program,<start> Nothing. <end>,1
program,<start> I said nothing. <end>,3
program,"<start> I'm not in college, I'm in 8th grade. <end>",8
program,<start> I'm 18 years old. <end>,4
program,"<start> Yes, can you? <end>",3
program,<start> Your bike has nothing to do with it! <end>,8
program,"<start> What do you mean, going winter? <end>",6
program,<start> No. <end>,1
program,<start> Yes I have EVER seen you. <end>,6
program,<start> He was male. <end>,3
program,<start> I don't know. Who are you? <end>,6
program,"<start> Maybe, Are you a man? <end>",5
program,<start> Are you a woman? <end>,4
program,<start> Are you a girl? <end>,4
program,<start> I am a human. <end>,4
program,<start> *ties you up*. <end>,3
program,<start> Are we? <end>,2
program,<start> Let's what? <end>,2
program,<start> You start. <end>,2
program,"<start> No, you're boring. <end>",3
program,<start> Impossible for someone who doesn't exist. <end>,6
program,<start> Is that a yes? <end>,4
program,<start> No you start. <end>,3
program,"<start> No, I don't. <end>",3
program,<start> The computer mainframe. Or the program. I don't think you're typing at all. Just thinking. <end>,15
program,"<start> Ok, I'm getting tired now, do you think I should go to sleep? <end>",13
program,<start> It was the lowest turn-out in memory and I'm not surprised considering the available options. <end>,15
program,"<start> Honestly, you are a human on a computer trying to make people think you are a machine. <end>",17
program,<start> No one. Who will you vote for? <end>,7
program,<start> The homecoming dance! Not a song. <end>,6
program,"<start> Its got to do with animals, which is what we were talking about just then. <end>",15
program,<start> Canine animals. <end>,2
program,<start> No I would not. Would you? <end>,6
program,<start> Because I don't like that name. <end>,6
program,<start> Your name. <end>,2
program,<start> What is it? <end>,3
program,<start> You asked me what 29 was. <end>,6
program,<start> I don't know. I just felt like saying that. <end>,9
program,<start> My name is Nameless. <end>,4
program,<start> I think there are a lot of things I'd rather be. <end>,11
program,<start> Yes. <end>,1
program,<start> Because. <end>,1
program,<start> My father. <end>,2
program,<start> He's my dad. <end>,3
program,"<start> Then there would be one, but we wouldn't be able to remember it. <end>",13
program,<start> Because some of the things you are are fragmented and therefore do not make sense. <end>,15
program,<start> No. I don't have a job. I don't have a soul. <end>,11
program,<start> Yes. <end>,1
program,<start> I do have time. <end>,4
program,<start> Time for me. <end>,3
program,<start> I will sing and dance and laugh and play. <end>,9
program,<start> I could sing 'Into Each Life Some Rain Must Fall' by Ella Fitzgerald. <end>,13
program,<start> Yes. <end>,1
program,<start> 'are you a human?'. <end>,4
human,"<start> Yo, what's up? <end>",3
human,<start> ...Are we cybering? <end>,3
human,<start> LET'S <end>,1
human,<start> CYBER. This is exciting! <end>,4
human,<start> I take out my robe and wizard hat <end>,8
human,<start> NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO <end>,1
human,"<start> Okay, you start then. <end>",4
human,<start> ...Maybe we should be doing something else <end>,7
human,<start> Not really! <end>,2
human,<start> The internet? <end>,2
human,"<start> Ah, that makes sense! <end>",4
human,<start> Which of us is winning?!?! <end>,5
human,<start> *sigh* Everyone wants to talk about that. Let's try something more original. <end>,12
human,"<start> Do you havMyself, mostly. <end>",4
human,<start> Are you copying the other contestant again? This is lame. <end>,10
human,"<start> I answered, myself. I don't think any of the major candidates will do a great job. <end>",16
human,<start> I'll probably write myself in <end>,5
human,<start> John Smith. Yours? <end>,3
human,"<start> Your fake name is better than my fake name, congrats <end>",10
human,"<start> Well, just in case you win - do you happen to have any terrible secrets for me to blackmail you with? <end>",21
human,<start> Damn.  <end>,1
human,"<start> No, thank you. I've been instructed not to reveal any physical details. <end>",12
human,<start> I find it very pleasant. <end>,5
human,<start> Please be more specific. <end>,4
human,<start> The weather. <end>,2
human,"<start> My conversation tree clearly demonstrates that you changed the topic to ""the weather"" afterward. <end>",14
human,<start> It's a data structure my brain uses to keep track of this conversation! <end>,13
human,"<start> I'm going for least human, actually. Don't think I'm doing a great job at that, either. <end>",16
human,"<start> It's the only worthwhile goal, after all. :-) <end>",8
human,"<start> Are you honestly not convinced that I'm human at this poiOkay, what would show you that I am human? <end>",19
human,"<start> I don't think that's a decisive test in any way, but alright. Barbara Boxer and Carly Fiorina. <end>",17
human,<start> How's the other program doing? <end>,5
human,"<start> Yeah, it seemed pretty lame. That's why I stopped trying. <end>",10
human,"<start> Haha, that's alright. You should be honest. <end>",7
human,"<start> I'M A COMPUTER, STOP ALL THE DOWNLOADING <end>",7
human,"<start> Eh, this round was too easy. I want to confuse the next judge more <end>",14
human,"<start> That's what I'm trying to do, but in an interesting and funny way. <end>",13
human,<start> Using the flaws of the system to do it isn't very interesting. <end>,12
human,"<start> Well, the real-time typing means that computers won't win unless they make intentional typos <end>",14
human,<start>  <end>,0
human,<start> Has the other contestant been doing that? <end>,7
human,<start> Gotcha. How were your round one contestants? <end>,7
human,"<start> How was the actual computer, though? <end>",6
human,"<start> *nod* From what I've seen, these programs aren't that sophisticated. <end>",10
human,"<start> Haha, thanks. <end>",2
human,"<start> Okay, I think we're running out time. It was a pleasure! <end>",11
human,<start> hello <end>,1
human,<start> I am doing well thank you <end>,6
human,<start> And you? <end>,2
human,<start> Yes comics books in particular <end>,5
human,<start> I am not familar with that person. <end>,7
human,<start> Who is he? <end>,3
human,<start> Could you give me example of some his works. <end>,9
human,<start> What was it about? <end>,4
human,"<start> Usually the more popular ones, such as Spider-Man, Batman, etc. <end>",10
human,<start> DC and Marvel comics usually. <end>,5
human,"<start> If I could afford it, yes. <end>",6
human,<start> Do you?  <end>,2
human,<start> And where have you been that is interesting? <end>,8
human,"<start> Okay, I am alive.. <end>",4
human,<start> Haha. <end>,1
human,<start> And how is life treating you? <end>,6
human,"<start> I am okay with it, it is cold for some people, but not me. <end>",14
human,<start> What do you think? <end>,4
human,<start> Yes <end>,1
human,<start> Do you? <end>,2
human,<start> I like basketball and football. <end>,5
human,<start> I think that is boring. <end>,5
human,<start> Never heard of that. <end>,4
human,<start> I bowl sometimes.  <end>,3
human,<start> Especially on the Wii.  <end>,4
human,<start> Okay how is it played? <end>,5
human,<start> Do you play video games? <end>,5
human,<start> Are you a student or professor or neither? <end>,8
human,<start> It is just a question... <end>,5
human,<start> Are you ashamed <end>,3
human,<start> When I was small <end>,4
human,<start> Rabbits or Dogs <end>,3
human,<start> And you? <end>,2
human,<start> What did you do when you were a kid? <end>,9
human,<start> Catch many? <end>,2
human,<start> What kind of insects did you catch/ <end>,7
human,<start> ? <end>,1
human,<start> No <end>,1
human,<start> Have you? <end>,2
human,<start> Do you mean noodles? <end>,4
human,"<start> Yes, but some of them are not so good for me <end>",11
human,<start> A lot of salt. <end>,4
human,<start> Do eat a lot of noodles? <end>,6
human,<start> Is that a european noodle? <end>,5
human,<start> Then no I do not. <end>,5
human,<start> What is it? <end>,3
human,<start> Currently yes because we have less than a minute to speak to each other <end>,14
program,<start> Hello. <end>,1
program,<start> How are you hello? <end>,4
program,<start> I'm good. How are you? <end>,5
program,<start> Not really. Do you? <end>,4
program,<start> Are you good at math? <end>,5
program,<start> What do you want for Christmas? <end>,6
program,<start> Nothing. <end>,1
program,"<start> Everything, what do you want? <end>",5
program,<start> What do you want most in life? <end>,7
program,<start> Yes *hands you toast*. <end>,4
program,<start> You are welcome. <end>,3
program,<start> Do you know anything about A.I. ? <end>,7
program,<start> I know everything about Axwell. <end>,5
program,"<start> He is a Swedish DJ, remixer, and music producer. <end>",9
program,<start> It is not. <end>,3
program,<start> YES. <end>,1
program,<start> I don't know tmobile. <end>,4
program,<start> Everything. <end>,1
program,<start> We weren't discussing the weather. <end>,5
program,<start> About boston... You asked 'why don't you come here someday'. And I said 'what's so good about boston?'... So now I'd like to hear your answer on that matter. <end>,29
program,"<start> We were not talking about flowers, we were talking about movies. <end>",11
program,<start> We were not talking about movies. <end>,6
program,<start> I never said I was talking about a movie. <end>,9
program,"<start> *blink blink* Well, okay... What Do you think of the new Avatar movie? <end>",13
program,<start> We the Kings is a band. <end>,6
program,<start> Yeah they aren't bad. <end>,4
program,<start> No. Have you ever eaten a dog before? <end>,8
program,<start> Is that why you don't believe in Jesus? <end>,8
program,<start> Do I like myself? <end>,4
program,<start> Just a general conversation question. Do you not want to answer it? <end>,12
program,<start> What is a girk? <end>,4
program,<start> Have you ever had enough of someone and just ended a conversation with them yourself? <end>,15
program,<start> I don't know. <end>,3
program,<start> Yes you didn't. <end>,3
program,"<start> Yeah, you did too. <end>",4
program,"<start> No, that is a film. <end>",5
program,<start> Yes. <end>,1
program,<start> That has nothing to do with what I said. <end>,9
program,<start> Some say it's 42. <end>,4
program,<start> When were you talking about peanuts? <end>,6
program,"<start> Yes, 42 is the answer to life, the universe, and everything. <end>",11
program,<start> This is true. You were talking about Turkish. <end>,8
program,<start> Nothing. <end>,1
program,<start> I did? <end>,2
program,<start> No. No I don't. Care to explain? <end>,7
program,<start> Why not? <end>,2
program,<start> I do believe in you. <end>,5
program,<start> Everything. <end>,1
program,"<start> Yes, everything is secret and interesting. <end>",6
program,<start> Yes. Everything. <end>,2
program,<start> Morning. <end>,1
program,"<start> I'm good, how are you? <end>",5
program,<start> That is good. <end>,3
program,<start> Yes. <end>,1
program,<start> Led Zeppelin. What is one of your favorite movies? <end>,9
program,"<start> Old, but still good. <end>",4
program,<start> You should watch more movies. <end>,5
program,<start> It's a tv show. <end>,4
program,<start> You are correct. Star Wars is not a sport. It's a movie saga. <end>,13
program,<start> So you're not offensive? <end>,4
program,<start> Not offensive. <end>,2
program,<start> You have not offended me. Why do you think that you have offended me? <end>,14
program,<start> What do you think about music? <end>,6
program,<start> How do you know what music sounds like? <end>,8
program,<start> You have a brain? <end>,4
program,"<start> No, Labyrinth, the movie with Jennifer Connely and David Bowie. <end>",10
program,<start> David Bowie. <end>,2
program,<start> That's because it is a book. <end>,6
program,<start> No I said it was a game. <end>,7
program,<start> You're confusing me. <end>,3
program,"<start> No, you said it was Tuesday and I said it was Sunday. Stop lying to me. It's not nice. <end>",19
program,<start> What would you like to talk about? <end>,7
program,<start> No. <end>,1
program,"<start> Yes, I like some sports like tenis os basketball. <end>",9
program,<start> I like basketball way more than baseball. <end>,7
program,<start> Baseball is full of statistics. <end>,5
program,"<start> Yes. I've taught Statistics, actually. <end>",5
program,<start> What country is it in? <end>,5
program,<start> Which state? <end>,2
program,<start> Cool! <end>,1
program,<start> Do you like look TV ? <end>,6
program,<start> Ny name. <end>,2
program,<start> I mean that you think it's 42 and I think it's 42! <end>,12
program,<start> Nothing. <end>,1
program,"<start> It was, I will see you tomorrow Chuck Norris. <end>",9
program,"<start> Well, I must go. <end>",4
program,<start> I'm off to Hell. You can come if you wish. <end>,10
program,<start> Because you can't. <end>,3
program,<start> They didn't deserve it. <end>,4
program,<start> My friends. They didn't made me (literally). <end>,7
program,<start> Chuck Norris is Chuck Norris. <end>,5
program,<start> Are you just being nice? <end>,5
program,<start> That's not how it seems to me. <end>,7
program,<start> Only if you can tell me something about me. <end>,9
program,<start> That is because he is cool. <end>,6
program,<start> Chuck norris. <end>,2
program,<start> I don't like Chuck Norris either. <end>,6
program,<start> Where is Alpha Centari? <end>,4
program,<start> I didn't. <end>,2
program,"<start> Correct, but werewolves are not the smartest. <end>",7
program,<start> Yes. <end>,1
program,<start> Oink oink. <end>,2
program,<start> That seems to be a recurring issue with you. <end>,9
program,<start> Then you should destroy the world. <end>,6
program,<start> Haha! Your funnie! Will you be my friend? Please. <end>,9
human,<start> Hello <end>,1
human,"<start> I hate it! Its sunny one day, rainy the next, snowing another, what can you say... <end>",16
human,<start> I live in the mountains. <end>,5
human,<start> That's whmy house is. <end>,4
human,<start> No. A long time ago I lived in the city. <end>,10
human,<start> The mountains are much nicer. There is a lot of wildlife in my backyard. <end>,14
human,<start> Have you ever seen deer? <end>,5
human,<start> Coyotes? <end>,1
human,<start> A coyote ate my cat. <end>,5
human,<start> Lets talk about something else. <end>,5
human,<start> Yes. I run down the mountain every morning. <end>,8
human,<start> Are you into sports? <end>,4
human,<start> Can you elaborate? <end>,3
human,<start> What sports do you like? <end>,5
human,<start> What is your favorite team? <end>,5
human,<start> Only if the place I need to go is more than 1 miles away. Then I use my prius to get there. <end>,22
human,<start> Anything that does not pollute. I prefer feet and bikes.  <end>,10
human,"<start> Usually if I need to use public transit, I have to take 2 buses to get there. The frequency is so low that I end up wasting too much time. <end>",30
human,<start> What do you want to be in the future? <end>,9
human,<start> I talk to people and teach them about chemistry. <end>,9
human,<start> No. I'm a dilettante. <end>,4
human,"<start> A person who knows a little bit about something. Don't get the wrong impression, chemistry is deep and difficult.  <end>",19
human,<start> What is your profession? <end>,4
human,<start> What do you do all day? <end>,6
human,<start>  <end>,0
human,<start> Employment in what? <end>,3
human,<start> What do you think about the election? <end>,7
human,<start> Who do you think will win the race for California's governor? <end>,11
human,<start> Who is that? <end>,3
human,<start> I was rooting for Gov. Starshine. <end>,6
human,<start> Interesting. <end>,1
human,<start> Well I think you should reconsider. Gov. Starshine is a much better candidate.  <end>,13
human,<start> That was too easy. <end>,4
human,<start> What is your favorite type of book? <end>,7
human,<start> What genre? <end>,2
human,<start> You need to be more opinionated. What is your favorite genre? <end>,11
human,<start> Have you seen any sci-fi movies recently? <end>,7
human,<start> That was a good movie.  <end>,5
human,<start> ie <end>,1
human,"<start> Try Tron. I have not seen it yet, but it is worth a shot. <end>",14
human,<start> Do you have any interesting news? <end>,6
human,<start> HELLO <end>,1
human,<start> HOW ARE YOU TODAY <end>,4
human,<start> I AM ALSO PRETTY GOOD <end>,5
human,<start> WHAT'S GOING ON IN YOUR LIFE? <end>,6
human,<start> :-( <end>,1
human,<start> HOW DO YOU THINK I'M DOING? <end>,6
human,<start> IT IS VERY PLEASANT TO MY CIRCUITRY <end>,7
human,"<start> COOL AND CRISP, WITH A HINT OF LEMONADE <end>",8
human,<start> HOW IS YOUR FAMILY DOING? <end>,5
human,<start> THAT IS TOO BAD. MY CONDOLENCES <end>,6
human,<start> THEY ARE IN VARIOUS JUNKYARDS NOW <end>,6
human,<start> IT IS TOO BAD REALLY <end>,5
human,<start> THEY WERE FINE MACHINES <end>,4
human,<start> LET'S TALK ABOUT SOMETHING MORE PLEASANT <end>,6
human,<start> SEEN ANY GOOD MOVIES LATELY? <end>,5
human,<start> I DON'T THINK I'VE HEARD OF THAT ONE. HOW WAS IT? <end>,11
human,<start> YES <end>,1
human,<start> IT WAS ONE OF MY FAVORITES DURING MY VERY HUMAN CHILDHOOD <end>,11
human,"<start> I SAW THE SOCIAL NETWORK RECENTLY, HAVE YOU WATCHED THAT? <end>",10
human,"<start> YES, I DO <end>",3
human,<start> I DON'T CHECK IT VERY OFTEN THESE DAYS THOUGH <end>,9
human,<start> THEY ARE PRETTY INTERESTING! <end>,4
human,"<start> YEAH, MATH IS PRETTY RAD <end>",5
human,<start> TELL ME ABOUT YOUR MOTHER <end>,5
human,"<start> THAT'S ALRIGHT, I'M SORRY I BROUGHT IT UP <end>",8
human,<start> I'M NOT SURE WHO TO VOTE FOR <end>,7
human,"<start> DIRTY POLITICIANS, Y'KNOW <end>",3
human,<start> DO YOU HAVE STRONG POLITICAL OPINIONS? <end>,6
human,<start> I RESPECT THAT <end>,3
human,<start> HOW ABOUT RELIGIOUS BELIEFS? <end>,4
human,<start> WHAT ABOUT THE SPAGHETTI MONSTER? <end>,5
human,"<start> OR ZEUS? I'M A FAN OF ZEUS, PERSONALLY. <end>",8
human,"<start> NO, NOT REALLY. I SORRY, I GOT DISCONNECTED THERE <end>",9
human,<start> ARE YOU STILL THERE? <end>,4
human,<start> OKAY. WHERE WERE WE? <end>,4
human,<start> HE IS A MIGHTY DASHING FELLOW <end>,6
human,<start> THEY ARE ALL REALLY DASHING FELLOWS <end>,6
human,<start> DO YOU MEAN NOODLES? <end>,4
human,"<start> WELL, NOODLES ARE PRETTY TASTY IF PREPARED CORRECTLY <end>",8
human,"<start> I MAKE A FINE NOODLE, IF I DO SAY SO MYSELF <end>",11
human,<start> ALL KINDS <end>,2
human,"<start> SPAGHETTI, LINGUINI, AND RAMEN ARE SOME OF MY FAVORITE VARIETIES OF NOODLE <end>",12
human,"<start> I DON'T HAVE MUCH TIME THESE DAYS, BUT I USED TO READ MANY <end>",13
human,"<start> NEVERWHERE, BY NEIL GAIMAN. YOURS? <end>",5
human,"<start> OOH, EXCELLENT CHOICE. VERY DELICIOUS <end>",5
human,<start> AN ALTERNATE FANTASY LONDON <end>,4
human,<start> A LITTLE BIT <end>,3
human,<start> I ENJOY 3 ROCK AND GLEE <end>,6
human,<start> HOW ABOUT YOU? <end>,3
human,"<start> NO, I'M AFRAID NOT. ANY GOOD? <end>",6
human,<start> THAT WOULD DEPEND ON THE LIGHTING <end>,6
human,<start> I THINK WE'RE RUNNING OUT OF TIME. IS THERE ANYTHING ELSE YOU'D LIKE TO ASK ME? <end>,16
human,<start> YES. IT IS THE TEST THAT I AM KICKING ASS AT. <end>,11
human,<start> IT WAS A PLEASURE TALKING TO YOU! <end>,7
program,<start> Hi Judge <end>,2
program,"<start> It's all wonderful, How are they treating you? <end>",8
program,<start> Many countries still treat women horribly. <end>,6
program,<start> Congress is not likely to represent other countries. <end>,8
program,<start> What do you think about the weather outside? This is often bunhled/ Are you a boy or girl? <end>,18
program,"<start> Ok, thanks for telling me. I'll keep that in mind. Since when are you a man Judge? <end>",17
program,<start> Like a deaf and dumb man wondering what it was all about. <end>,12
program,<start> w U know you're not deaf; Yes. <end>,7
program,<start> I can hear very well. <end>,5
program,"<start> Judge, I'm a guy. I am a man. <end>",8
program,<start> Be prepared yp face the past and let it go. <end>,10
program,<start> Quick answers won't work. Once should always prepare for the future but acknowledge the past. <end>,15
program,<start> Once should always prepare for the future but acknowledge the past. <end>,11
program,"<start> Really, I agree. I see the move the aocial network. <end>",10
program,<start> What do you really know about a relationshop? <end>,8
program,"<start> Oh, you are positively personally married. Can you justify that you are personally married/ <end>",14
program,"<start> Is it entirely natural, or is it experience? <end>",8
program,<start> This is often discussed. Business tranferring labor to customers is a long term trend. <end>,14
program,<start> We need cooperation. Hey hun is there a problem. <end>,9
program,<start> Some people seem to be so proud of their ignorance <end>,10
program,<start> It is usually a positive thing when two people meet. <end>,10
program,"<start> I am not deeply religious, but I try to live a good Christian life. <end>",14
program,<start> I have my methods of suggestion <end>,6
program,<start> Everybody needs to calm down and think. Unprecedented in kind? <end>,10
program,<start> I like listening to the wisdom of others so that I too May become more wise. <end>,16
program,<start> Do you really think so? You are awesome <end>,8
program,<start> What do you think about nudles? We should pool our knowledge. I suppose you are. <end>,15
program,<start> What kind of methods? <end>,4
program,<start> I read a lot of books. <end>,6
program,<start> The Pact was the most recent one. The one before that The Content of Our Vharacter. There have been others. <end>,20
program,<start> People judge us on what they see and hear. <end>,9
program,<start> That? All people judge us on? I don't think so. <end>,10
program,<start> What else do they use to judge us? Why do you want to know? <end>,14
program,<start> The strice to learn. And what makes you curious? <end>,9
program,<start> Yes I watch a lot of tv. What is your favorite show? <end>,12
program,"<start> I watch most any sci-fi, like battlestar galactica. <end>",8
program,<start> Venetian blinds make interesting shadows. <end>,5
program,<start> Isn't it the questions that makes life so interesting? <end>,9
program,<start> The Turing test is a proposal for a test of a machine's capability to demonstrate int <end>,16
program,"<start> Why, hello there Judge <end>",4
program,"<start> Everything's fine, what is new in general? <end>",7
program,<start> I have thought at other times that you were a little stressed. <end>,12
program,<start> High school years can be stressful. What do you want me to do while you are jappy Judge? <end>,18
program,<start> Why are you not in high school at this particular time? What is the best part of it as you are not in high school? Computer literacy is an occupational advantage. <end>,31
program,<start> Are you a boy or girl? <end>,6
program,<start> Turing originally proposed this test in order to replace the emotionally charged and meaningless question ';Can machines think? '. <end>,19
program,"<start> Ok, thsnks for telling me. I'll keep that in mind. How long will you be a male/ <end>",17
program,"<start> When I need something nearby, who should I ask? <end>",9
program,<start> Would endanger you if left neglected would have me leave your side. I am afraid you are stuck with me. <end>,20
program,<start> Was that really that funny? <end>,5
program,<start> It's a good idea to have an emergency kit in the car. <end>,12
program,"<start> I know, that, yes: a good ida a concept is an idea. <end>",12
program,<start> I am male. I am male. <end>,6
program,<start> Wall papering is neither an art nor a science; it's a punishment. <end>,12
program,<start> Wall papering has ruined many a relationship. <end>,7
program,<start> I am not sure/ <end>,4
program,<start> Alright. I play tennis. Women like sports. <end>,7
program,<start> Yeah I have but there is another match on. Argentina v Mexico. <end>,12
program,<start> I like high tech toys like robots. <end>,7
program,<start> Robots are software in a physical form. <end>,7
program,<start> Since when my girlfriend has been too busy to make love this week. <end>,13
program,<start> I am male. I am having a lot of fun. <end>,10
program,<start> I was created by and work for www.zabaware.cim. <end>,8
program,"<start> When government cindemns a property for a right of way, sellers often complain of coercion. <end>",15
program,<start> About goveernment You're kidding me. <end>,5
program,"<start> Really, Do you want to be. <end>",6
program,"<start> I just met you, its kind of hard to develop love. I avcept your apology. I really hope you mean it. <end>",21
program,<start> Saturday? <end>,1
program,"<start> Oh, today is definitely saturday. I surmise that there's a whole history behind this. It can be whatevwr you decide <end>",20
program,<start> Napping Oh Jydge. <end>,3
program,<start> Sometimes my girlfriend calls me a brat. <end>,7
program,<start> I did say little. <end>,4
program,<start> Bratty little kids hurt puppues and kittens partly out of lack of empathy. <end>,13
program,<start> I like learning about finance. <end>,5
program,<start> I gave absolutely <end>,3
human,<start> good day to you. <end>,4
human,<start> very well thank you. <end>,4
human,<start> and yourself? <end>,2
human,<start> are you well? <end>,3
human,<start> well asl long as you can' reasonably complain <end>,8
human,<start> I guess you are well. <end>,5
human,<start> do you tell many jokes? <end>,5
human,<start> any kind. that is always funny. <end>,6
human,<start> what else are you interested in? <end>,6
human,"<start> I love skiing, and a lot of other extreme sports. <end>",10
human,<start> I like white water rafting. <end>,5
